Initial Temperature,Temperature Length,Cooling Ratio,num_non_improve,Runtime,Kemeny Score,Rating
44.0,40,0.9801000000000001,45000.0,0.49670150000000035,91,45.19983650000003
44.0,40,0.9801000000000001,49500.00000000001,0.49884069999999525,79,39.408415299999625
44.0,44,0.8019000000000001,40500.0,0.378918800000001,122,46.22809360000012
44.0,44,0.8019000000000001,45000.0,0.43152119999999883,259,111.7639907999997
44.0,44,0.8019000000000001,49500.00000000001,0.4676090999999971,218,101.93878379999937
44.0,44,0.891,40500.0,0.3834741000000008,114,43.71604740000009
44.0,44,0.891,45000.0,0.4195595999999995,103,43.214638799999946
44.0,44,0.891,49500.00000000001,0.4626052999999928,106,49.036161799999235
44.0,44,0.9801000000000001,40500.0,0.4447176999999982,77,34.24326289999986
44.0,44,0.9801000000000001,45000.0,0.5161593000000124,76,39.228106800000944
44.0,44,0.9801000000000001,49500.00000000001,0.529311700000008,99,52.4018583000008
48.400000000000006,36,0.8019000000000001,40500.0,0.38017899999999827,358,136.10408199999938
48.400000000000006,36,0.8019000000000001,45000.0,0.4238014000000021,127,53.82277780000027
48.400000000000006,36,0.8019000000000001,49500.00000000001,0.4862588999999957,230,111.83954699999902
48.400000000000006,36,0.891,40500.0,0.48047830000000147,91,43.723525300000134
48.400000000000006,36,0.891,45000.0,0.44106610000000046,86,37.93168460000004
48.400000000000006,36,0.891,49500.00000000001,0.46696839999999895,161,75.18191239999983
48.400000000000006,36,0.9801000000000001,40500.0,0.4225697999999909,92,38.87642159999916
48.400000000000006,36,0.9801000000000001,45000.0,0.47015530000000183,99,46.54537470000018
48.400000000000006,36,0.9801000000000001,49500.00000000001,0.5512989000000061,111,61.19417790000068
48.400000000000006,40,0.8019000000000001,40500.0,0.37640299999999627,135,50.814404999999496
48.400000000000006,40,0.8019000000000001,45000.0,0.43850529999998855,242,106.11828259999723
48.400000000000006,40,0.8019000000000001,49500.00000000001,0.4635159999999985,111,51.45027599999983
48.400000000000006,40,0.891,40500.0,0.37200350000000526,106,39.43237100000056
48.400000000000006,40,0.891,45000.0,0.4118001000000078,237,97.59662370000184
48.400000000000006,40,0.891,49500.00000000001,0.4778278,238,113.7230164
48.400000000000006,40,0.9801000000000001,40500.0,0.4484925000000004,84,37.673370000000034
48.400000000000006,40,0.9801000000000001,45000.0,0.47826700000000244,86,41.13096200000021
48.400000000000006,40,0.9801000000000001,49500.00000000001,0.49606900000000564,78,38.69338200000044
48.400000000000006,44,0.8019000000000001,40500.0,0.4225966999999997,141,59.58613469999996
48.400000000000006,44,0.8019000000000001,45000.0,0.41582489999998984,145,60.29461049999853
48.400000000000006,44,0.8019000000000001,49500.00000000001,0.45053590000000554,158,71.18467220000088
48.400000000000006,44,0.891,40500.0,0.43618309999999383,112,48.85250719999931
48.400000000000006,44,0.891,45000.0,0.4540762000000029,178,80.82556360000052
48.400000000000006,44,0.891,49500.00000000001,0.46260660000000087,160,74.01705600000014
48.400000000000006,44,0.9801000000000001,40500.0,0.4407289999999904,78,34.37686199999925
48.400000000000006,44,0.9801000000000001,45000.0,0.4751155999999952,81,38.48436359999961
48.400000000000006,44,0.9801000000000001,49500.00000000001,0.5300641000000041,83,43.995320300000344
39.6,40,0.88209,36450.0,0.3491233999999963,136,47.4807823999995
39.6,40,0.88209,40500.0,0.3880790999999988,121,46.95757109999985
39.6,40,0.88209,44550.0,0.42779280000000597,120,51.335136000000716
39.6,40,0.9801000000000001,36450.0,0.3933066000000025,78,30.677914800000195
39.6,40,0.9801000000000001,40500.0,0.43865399999999966,83,36.40828199999997
39.6,40,0.9801000000000001,44550.0,0.4516829999999885,81,36.58632299999907
39.6,40,1.0781100000000001,36450.0,0.3197513000000072,745,238.21471850000535
39.6,40,1.0781100000000001,40500.0,0.3324992000000009,717,238.40192640000063
39.6,40,1.0781100000000001,44550.0,0.36611959999999044,718,262.87387279999314
39.6,44,0.88209,36450.0,0.5026596000000012,111,55.795215600000134
39.6,44,0.88209,40500.0,0.3689945999999935,217,80.07182819999859
39.6,44,0.88209,44550.0,0.42702769999999646,118,50.38926859999958
39.6,44,0.9801000000000001,36450.0,0.40691579999999306,92,37.43625359999936
39.6,44,0.9801000000000001,40500.0,0.4532760999999965,91,41.24812509999968
39.6,44,0.9801000000000001,44550.0,0.46184310000001005,93,42.951408300000935
39.6,44,1.0781100000000001,36450.0,0.3110228000000035,697,216.78289160000242
39.6,44,1.0781100000000001,40500.0,0.33508890000000235,720,241.2640080000017
39.6,44,1.0781100000000001,44550.0,0.37270540000000096,702,261.6391908000007
39.6,48,0.88209,36450.0,0.35753090000000043,108,38.613337200000046
39.6,48,0.88209,40500.0,0.406147500000003,123,49.95614250000037
39.6,48,0.88209,44550.0,0.40432439999999303,108,43.66703519999925
39.6,48,0.9801000000000001,36450.0,0.5715468000000072,86,49.15302480000062
39.6,48,0.9801000000000001,40500.0,0.4287405000000035,83,35.58546150000029
39.6,48,0.9801000000000001,44550.0,0.4657620000000122,91,42.38434200000111
39.6,48,1.0781100000000001,36450.0,0.29170829999999626,723,210.9051008999973
39.6,48,1.0781100000000001,40500.0,0.3467236999999983,547,189.65786389999909
39.6,48,1.0781100000000001,44550.0,0.40205899999999417,546,219.52421399999682
44.0,40,0.88209,36450.0,0.34779530000000136,112,38.95307360000015
44.0,40,0.88209,40500.0,0.38945669999999666,220,85.68047399999926
44.0,40,0.88209,44550.0,0.41021759999999574,266,109.11788159999887
44.0,40,0.9801000000000001,36450.0,0.4012257000000119,85,34.10418450000101
44.0,40,0.9801000000000001,40500.0,0.4627863999999988,108,49.98093119999987
44.0,40,0.9801000000000001,44550.0,0.46127710000000377,81,37.363445100000305
44.0,40,1.0781100000000001,36450.0,0.2889581000000021,749,216.42961690000158
44.0,40,1.0781100000000001,40500.0,0.33379220000000487,563,187.92500860000274
44.0,40,1.0781100000000001,44550.0,0.3554774999999921,749,266.2526474999941
44.0,44,0.88209,36450.0,0.3429962999999958,91,31.21266329999962
44.0,44,0.88209,40500.0,0.3933564000000018,125,49.16955000000023
44.0,44,0.88209,44550.0,0.4442628000000042,115,51.09022200000048
44.0,44,0.9801000000000001,36450.0,0.39517619999999454,76,30.033391199999585
44.0,44,0.9801000000000001,40500.0,0.4510827000000006,75,33.831202500000046
44.0,44,0.9801000000000001,44550.0,0.49124809999999286,90,44.21232899999936
44.0,44,1.0781100000000001,36450.0,0.3103566999999998,549,170.3858282999999
44.0,44,1.0781100000000001,40500.0,0.3407029000000108,624,212.59860960000674
44.0,44,1.0781100000000001,44550.0,0.3649636999999899,738,269.3432105999925
44.0,48,0.88209,36450.0,0.35442539999999667,107,37.923517799999644
44.0,48,0.88209,40500.0,0.37203259999999716,113,42.03968379999968
44.0,48,0.88209,44550.0,0.43558079999999677,97,42.25133759999969
44.0,48,0.9801000000000001,36450.0,0.4170081000000039,105,43.78585050000041
44.0,48,0.9801000000000001,40500.0,0.45879840000000627,90,41.291856000000564
44.0,48,0.9801000000000001,44550.0,0.4828315000000032,83,40.075014500000265
44.0,48,1.0781100000000001,36450.0,0.34867169999999703,611,213.03840869999817
44.0,48,1.0781100000000001,40500.0,0.33812740000000474,690,233.30790600000327
44.0,48,1.0781100000000001,44550.0,0.3675893000000059,715,262.8263495000042
48.400000000000006,40,0.88209,36450.0,0.34527789999999925,111,38.32584689999992
48.400000000000006,40,0.88209,40500.0,0.3786277000000098,312,118.13184240000305
48.400000000000006,40,0.88209,44550.0,0.43719470000000626,237,103.61514390000148
48.400000000000006,40,0.9801000000000001,36450.0,0.3890253999999942,91,35.40131139999947
48.400000000000006,40,0.9801000000000001,40500.0,0.42296919999999716,87,36.79832039999975
48.400000000000006,40,0.9801000000000001,44550.0,0.5153346999999968,77,39.680771899999755
48.400000000000006,40,1.0781100000000001,36450.0,0.3014948000000004,730,220.0912040000003
48.400000000000006,40,1.0781100000000001,40500.0,0.33307430000000693,658,219.16288940000456
48.400000000000006,40,1.0781100000000001,44550.0,0.41012779999999793,552,226.39054559999886
48.400000000000006,44,0.88209,36450.0,0.35015070000000037,131,45.86974170000005
48.400000000000006,44,0.88209,40500.0,0.3848682999999937,115,44.25985449999928
48.400000000000006,44,0.88209,44550.0,0.420434599999993,109,45.82737139999924
48.400000000000006,44,0.9801000000000001,36450.0,0.4077275000000071,82,33.433655000000584
48.400000000000006,44,0.9801000000000001,40500.0,0.46361549999998886,81,37.5528554999991
48.400000000000006,44,0.9801000000000001,44550.0,0.4806927999999999,84,40.37819519999999
48.400000000000006,44,1.0781100000000001,36450.0,0.3255979999999994,601,195.68439799999965
48.400000000000006,44,1.0781100000000001,40500.0,0.3234193999999917,717,231.89170979999403
48.400000000000006,44,1.0781100000000001,44550.0,0.3539358999999962,749,265.09798909999716
48.400000000000006,48,0.88209,36450.0,0.336062400000003,261,87.71228640000078
48.400000000000006,48,0.88209,40500.0,0.3664229999999975,87,31.878800999999783
48.400000000000006,48,0.88209,44550.0,0.41016019999999287,94,38.55505879999933
48.400000000000006,48,0.9801000000000001,36450.0,0.41921669999999267,88,36.891069599999355
48.400000000000006,48,0.9801000000000001,40500.0,0.4374161000000072,98,42.866777800000705
48.400000000000006,48,0.9801000000000001,44550.0,0.4706438999999989,77,36.239580299999915
48.400000000000006,48,1.0781100000000001,36450.0,0.2981117999999867,685,204.2065829999909
48.400000000000006,48,1.0781100000000001,40500.0,0.32649089999999603,748,244.21519319999703
48.400000000000006,48,1.0781100000000001,44550.0,0.3581142999999969,613,219.5240658999981
39.6,40,0.88209,32805.0,0.3225821000000053,111,35.80661310000059
39.6,40,0.88209,36450.0,0.346468999999999,233,80.72727699999977
39.6,40,0.88209,40095.0,0.38896120000001133,103,40.06300360000117
39.6,40,0.9801000000000001,32805.0,0.35343919999999684,83,29.335453599999738
39.6,40,0.9801000000000001,36450.0,0.3945736000000011,80,31.565888000000086
39.6,40,0.9801000000000001,40095.0,0.4399449000000004,106,46.634159400000044
39.6,40,1.0781100000000001,32805.0,0.26673970000000224,749,199.7880353000017
39.6,40,1.0781100000000001,36450.0,0.3026373999999947,673,203.67497019999644
39.6,40,1.0781100000000001,40095.0,0.33094150000000866,723,239.27070450000627
39.6,44,0.88209,32805.0,0.32530909999999835,109,35.45869189999982
39.6,44,0.88209,36450.0,0.37486570000000086,228,85.4693796000002
39.6,44,0.88209,40095.0,0.40702800000001105,118,48.029304000001304
39.6,44,0.9801000000000001,32805.0,0.35927610000000243,84,30.179192400000204
39.6,44,0.9801000000000001,36450.0,0.3997351000000009,111,44.3705961000001
39.6,44,0.9801000000000001,40095.0,0.4353140000000053,83,36.13106200000044
39.6,44,1.0781100000000001,32805.0,0.2697768000000025,687,185.33666160000172
39.6,44,1.0781100000000001,36450.0,0.3039681999999999,579,175.99758779999996
39.6,44,1.0781100000000001,40095.0,0.3417347000000035,601,205.38255470000212
39.6,48,0.88209,32805.0,0.3452104999999932,112,38.66357599999924
39.6,48,0.88209,36450.0,0.3572434999999956,213,76.09286549999906
39.6,48,0.88209,40095.0,0.3703934999999916,147,54.447844499998766
39.6,48,0.9801000000000001,32805.0,0.3790798999999936,87,32.97995129999944
39.6,48,0.9801000000000001,36450.0,0.40750409999999704,94,38.30538539999972
39.6,48,0.9801000000000001,40095.0,0.4398293999999936,72,31.66771679999954
39.6,48,1.0781100000000001,32805.0,0.3350544000000042,556,186.29024640000233
39.6,48,1.0781100000000001,36450.0,0.30101449999999375,645,194.15435249999598
39.6,48,1.0781100000000001,40095.0,0.32801550000000645,714,234.2030670000046
44.0,40,0.88209,32805.0,0.31404619999999284,118,37.057451599999155
44.0,40,0.88209,36450.0,0.3719743000000051,101,37.569404300000514
44.0,40,0.88209,40095.0,0.38173220000000185,118,45.04439960000022
44.0,40,0.9801000000000001,32805.0,0.36943070000000944,86,31.77104020000081
44.0,40,0.9801000000000001,36450.0,0.4003847000000036,85,34.032699500000305
44.0,40,0.9801000000000001,40095.0,0.43388559999999643,73,31.67364879999974
44.0,40,1.0781100000000001,32805.0,0.26955199999999024,720,194.07743999999298
44.0,40,1.0781100000000001,36450.0,0.31462520000000893,683,214.88901160000609
44.0,40,1.0781100000000001,40095.0,0.3322635000000105,706,234.5780310000074
44.0,44,0.88209,32805.0,0.3223567000000003,121,39.00516070000003
44.0,44,0.88209,36450.0,0.3989049999999992,110,43.87954999999991
44.0,44,0.88209,40095.0,0.3767704999999921,112,42.19829599999912
44.0,44,0.9801000000000001,32805.0,0.38491249999999866,109,41.955462499999854
44.0,44,0.9801000000000001,36450.0,0.41008589999999856,96,39.36824639999986
44.0,44,0.9801000000000001,40095.0,0.44728680000000054,82,36.677517600000044
44.0,44,1.0781100000000001,32805.0,0.26566420000000335,675,179.32333500000226
44.0,44,1.0781100000000001,36450.0,0.4478194000000002,673,301.38245620000015
44.0,44,1.0781100000000001,40095.0,0.3400766000000033,644,219.0093304000021
44.0,48,0.88209,32805.0,0.3317970000000088,100,33.17970000000088
44.0,48,0.88209,36450.0,0.3452403000000004,127,43.84551810000005
44.0,48,0.88209,40095.0,0.40068809999999644,127,50.88738869999955
44.0,48,0.9801000000000001,32805.0,0.37866239999999607,84,31.80764159999967
44.0,48,0.9801000000000001,36450.0,0.4112485999999933,81,33.31113659999946
44.0,48,0.9801000000000001,40095.0,0.42625299999998845,85,36.23150499999902
44.0,48,1.0781100000000001,32805.0,0.2659031000000027,713,189.58891030000194
44.0,48,1.0781100000000001,36450.0,0.327617900000007,515,168.7232185000036
44.0,48,1.0781100000000001,40095.0,0.34928380000002335,510,178.1347380000119
48.400000000000006,40,0.88209,32805.0,0.3100426999999968,90,27.90384299999971
48.400000000000006,40,0.88209,36450.0,0.44441720000000373,85,37.77546200000032
48.400000000000006,40,0.88209,40095.0,0.3974000999999987,106,42.12441059999986
48.400000000000006,40,0.9801000000000001,32805.0,0.36263569999999845,101,36.62620569999984
48.400000000000006,40,0.9801000000000001,36450.0,0.39544559999998796,98,38.75366879999882
48.400000000000006,40,0.9801000000000001,40095.0,0.4248873999999887,83,35.26565419999906
48.400000000000006,40,1.0781100000000001,32805.0,0.2679684000000009,720,192.93724800000064
48.400000000000006,40,1.0781100000000001,36450.0,0.3082299000000148,659,203.12350410000977
48.400000000000006,40,1.0781100000000001,40095.0,0.33434859999999844,700,234.0440199999989
48.400000000000006,44,0.88209,32805.0,0.3342127999999889,104,34.75813119999884
48.400000000000006,44,0.88209,36450.0,0.34037969999999973,143,48.67429709999996
48.400000000000006,44,0.88209,40095.0,0.4080045000000041,127,51.81657150000052
48.400000000000006,44,0.9801000000000001,32805.0,0.37662819999999897,83,31.260140599999914
48.400000000000006,44,0.9801000000000001,36450.0,0.42119519999999966,84,35.38039679999997
48.400000000000006,44,0.9801000000000001,40095.0,0.4410721999999794,81,35.72684819999833
48.400000000000006,44,1.0781100000000001,32805.0,0.2845063000000039,699,198.8699037000027
48.400000000000006,44,1.0781100000000001,36450.0,0.29847200000000385,728,217.2876160000028
48.400000000000006,44,1.0781100000000001,40095.0,0.331663500000019,655,217.23959250001244
48.400000000000006,48,0.88209,32805.0,0.43486429999998677,308,133.93820439999593
48.400000000000006,48,0.88209,36450.0,0.34313209999999117,135,46.32283349999881
48.400000000000006,48,0.88209,40095.0,0.4088288000000091,106,43.335852800000964
48.400000000000006,48,0.9801000000000001,32805.0,0.38793900000001713,87,33.75069300000149
48.400000000000006,48,0.9801000000000001,36450.0,0.4142998000000091,76,31.48678480000069
48.400000000000006,48,0.9801000000000001,40095.0,0.44143420000000333,84,37.08047280000028
48.400000000000006,48,1.0781100000000001,32805.0,0.2731766999999934,607,165.818256899996
48.400000000000006,48,1.0781100000000001,36450.0,0.2993362999999931,739,221.2095256999949
48.400000000000006,48,1.0781100000000001,40095.0,0.33280940000000214,691,229.97129540000148
43.56000000000001,36,0.7938810000000001,29524.5,0.26936309999999253,258,69.49567979999807
43.56000000000001,36,0.7938810000000001,32805.0,0.4467747000000202,233,104.0985051000047
43.56000000000001,36,0.7938810000000001,36085.5,0.347652399999987,127,44.15185479999835
43.56000000000001,36,0.88209,29524.5,0.29809309999998845,134,39.94447539999845
43.56000000000001,36,0.88209,32805.0,0.317343099999988,122,38.715858199998536
43.56000000000001,36,0.88209,36085.5,0.3569665999999927,113,40.337225799999175
43.56000000000001,36,0.9702990000000001,29524.5,0.3098983000000146,83,25.721558900001213
43.56000000000001,36,0.9702990000000001,32805.0,0.34850810000000365,92,32.062745200000336
43.56000000000001,36,0.9702990000000001,36085.5,0.4037221000000102,95,38.35359950000097
43.56000000000001,40,0.7938810000000001,29524.5,0.2890480000000082,317,91.6282160000026
43.56000000000001,40,0.7938810000000001,32805.0,0.3038084000000083,315,95.69964600000262
43.56000000000001,40,0.7938810000000001,36085.5,0.35837490000000116,217,77.76735330000025
43.56000000000001,40,0.88209,29524.5,0.28125289999999836,107,30.094060299999825
43.56000000000001,40,0.88209,32805.0,0.31629290000000765,99,31.312997100000757
43.56000000000001,40,0.88209,36085.5,0.3745000000000118,117,43.81650000000138
43.56000000000001,40,0.9702990000000001,29524.5,0.33345239999999876,105,35.01250199999987
43.56000000000001,40,0.9702990000000001,32805.0,0.3418066000000124,91,31.104400600001128
43.56000000000001,40,0.9702990000000001,36085.5,0.3803946999999823,129,49.07091629999772
43.56000000000001,44,0.7938810000000001,29524.5,0.27291689999998425,270,73.68756299999575
43.56000000000001,44,0.7938810000000001,32805.0,0.3038150000000144,145,44.053175000002085
43.56000000000001,44,0.7938810000000001,36085.5,0.3347413000000188,112,37.491025600002104
43.56000000000001,44,0.88209,29524.5,0.27548210000000495,95,26.17079950000047
43.56000000000001,44,0.88209,32805.0,0.30954439999999295,169,52.31300359999881
43.56000000000001,44,0.88209,36085.5,0.35675270000001547,186,66.35600220000288
43.56000000000001,44,0.9702990000000001,29524.5,0.31544099999999275,83,26.1816029999994
43.56000000000001,44,0.9702990000000001,32805.0,0.3390729000000192,78,26.4476862000015
43.56000000000001,44,0.9702990000000001,36085.5,0.3791590999999812,119,45.119932899997764
48.400000000000006,36,0.7938810000000001,29524.5,0.2775934999999947,366,101.59922099999807
48.400000000000006,36,0.7938810000000001,32805.0,0.299244299999998,106,31.71989579999979
48.400000000000006,36,0.7938810000000001,36085.5,0.32477300000002174,359,116.5935070000078
48.400000000000006,36,0.88209,29524.5,0.30427760000000603,340,103.45438400000205
48.400000000000006,36,0.88209,32805.0,0.3210368000000017,115,36.91923200000019
48.400000000000006,36,0.88209,36085.5,0.34567279999998846,149,51.50524719999828
48.400000000000006,36,0.9702990000000001,29524.5,0.30309479999999667,93,28.18781639999969
48.400000000000006,36,0.9702990000000001,32805.0,0.33704480000000103,86,28.98585280000009
48.400000000000006,36,0.9702990000000001,36085.5,0.3687796999999762,108,39.82820759999743
48.400000000000006,40,0.7938810000000001,29524.5,0.29933339999999475,117,35.022007799999386
48.400000000000006,40,0.7938810000000001,32805.0,0.37827100000001224,117,44.25770700000143
48.400000000000006,40,0.7938810000000001,36085.5,0.32962559999998575,278,91.63591679999604
