Initial Temperature,Temperature Length,Cooling Ratio,num_non_improve,Runtime,Kemeny Score,Rating
51.14213157240003,24,0.9702990000000001,10191.61103868513,0.12913330000003498,113,14.592062900003953
51.14213157240003,24,0.9702990000000001,11324.0122652057,0.1443826000000854,85,12.27252100000726
51.14213157240003,24,0.9702990000000001,12456.41349172627,0.16631170000005113,89,14.80174130000455
51.14213157240003,24,1.0673289000000001,10191.61103868513,0.08287729999995008,748,61.99222039996266
51.14213157240003,24,1.0673289000000001,11324.0122652057,0.11366199999997662,694,78.88142799998377
51.14213157240003,24,1.0673289000000001,12456.41349172627,0.10740359999999782,552,59.2867871999988
41.84356219560002,20,0.8732691000000001,10191.61103868513,0.14942680000001474,127,18.97720360000187
41.84356219560002,20,0.8732691000000001,11324.0122652057,0.12019880000002559,369,44.35335720000944
41.84356219560002,20,0.8732691000000001,12456.41349172627,0.13581680000004326,212,28.79316160000917
41.84356219560002,20,0.9702990000000001,10191.61103868513,0.12929589999998825,121,15.644803899998578
41.84356219560002,20,0.9702990000000001,11324.0122652057,0.13077390000000833,105,13.731259500000874
41.84356219560002,20,0.9702990000000001,12456.41349172627,0.14999969999996665,104,15.599968799996532
41.84356219560002,20,1.0673289000000001,10191.61103868513,0.08348789999990913,743,62.031509699932485
41.84356219560002,20,1.0673289000000001,11324.0122652057,0.1186053000000129,586,69.50270580000756
41.84356219560002,20,1.0673289000000001,12456.41349172627,0.10278440000001865,741,76.16324040001382
41.84356219560002,22,0.8732691000000001,10191.61103868513,0.10802510000007715,378,40.83348780002916
41.84356219560002,22,0.8732691000000001,11324.0122652057,0.13122650000002523,228,29.91964200000575
41.84356219560002,22,0.8732691000000001,12456.41349172627,0.14365159999999833,107,15.37072119999982
41.84356219560002,22,0.9702990000000001,10191.61103868513,0.13945929999999862,100,13.945929999999862
41.84356219560002,22,0.9702990000000001,11324.0122652057,0.14076430000000073,109,15.34330870000008
41.84356219560002,22,0.9702990000000001,12456.41349172627,0.16400999999996202,91,14.924909999996544
41.84356219560002,22,1.0673289000000001,10191.61103868513,0.08771050000007108,639,56.04700950004542
41.84356219560002,22,1.0673289000000001,11324.0122652057,0.0947739000000638,684,64.82534760004364
41.84356219560002,22,1.0673289000000001,12456.41349172627,0.10320960000001378,677,69.87289920000933
41.84356219560002,24,0.8732691000000001,10191.61103868513,0.1281308000000081,126,16.14448080000102
41.84356219560002,24,0.8732691000000001,11324.0122652057,0.1444291999999905,318,45.928485599996975
41.84356219560002,24,0.8732691000000001,12456.41349172627,0.19664079999995465,220,43.26097599999002
41.84356219560002,24,0.9702990000000001,10191.61103868513,0.1412783999999192,91,12.856334399992647
41.84356219560002,24,0.9702990000000001,11324.0122652057,0.14369320000002972,110,15.80625200000327
41.84356219560002,24,0.9702990000000001,12456.41349172627,0.1632703999999876,102,16.653580799998736
41.84356219560002,24,1.0673289000000001,10191.61103868513,0.08470979999992778,696,58.958020799949736
41.84356219560002,24,1.0673289000000001,11324.0122652057,0.09411199999999553,685,64.46671999999694
41.84356219560002,24,1.0673289000000001,12456.41349172627,0.1037324000000126,622,64.52155280000784
46.49284688400002,20,0.8732691000000001,10191.61103868513,0.11646999999993568,121,14.092869999992217
46.49284688400002,20,0.8732691000000001,11324.0122652057,0.1284511000000066,380,48.811418000002504
46.49284688400002,20,0.8732691000000001,12456.41349172627,0.12981760000002396,381,49.46050560000913
46.49284688400002,20,0.9702990000000001,10191.61103868513,0.13647289999994427,91,12.419033899994929
46.49284688400002,20,0.9702990000000001,11324.0122652057,0.1274073000000726,110,14.014803000007987
46.49284688400002,20,0.9702990000000001,12456.41349172627,0.21487899999999627,108,23.206931999999597
46.49284688400002,20,1.0673289000000001,10191.61103868513,0.08363680000002205,744,62.225779200016405
46.49284688400002,20,1.0673289000000001,11324.0122652057,0.0948891000000458,749,71.0719359000343
46.49284688400002,20,1.0673289000000001,12456.41349172627,0.1415293999999676,670,94.8246979999783
46.49284688400002,22,0.8732691000000001,10191.61103868513,0.13481039999999211,109,14.69433359999914
46.49284688400002,22,0.8732691000000001,11324.0122652057,0.12725139999997737,172,21.887240799996107
46.49284688400002,22,0.8732691000000001,12456.41349172627,0.14304290000006858,114,16.30689060000782
46.49284688400002,22,0.9702990000000001,10191.61103868513,0.17009399999994912,137,23.30287799999303
46.49284688400002,22,0.9702990000000001,11324.0122652057,0.18953869999995732,98,18.574792599995817
46.49284688400002,22,0.9702990000000001,12456.41349172627,0.1935148999999683,106,20.51257939999664
46.49284688400002,22,1.0673289000000001,10191.61103868513,0.08648530000004939,640,55.35059200003161
46.49284688400002,22,1.0673289000000001,11324.0122652057,0.16053180000005796,610,97.92439800003535
46.49284688400002,22,1.0673289000000001,12456.41349172627,0.10728260000007594,711,76.277928600054
46.49284688400002,24,0.8732691000000001,10191.61103868513,0.1225842000000057,414,50.74985880000236
46.49284688400002,24,0.8732691000000001,11324.0122652057,0.13171900000008918,112,14.752528000009988
46.49284688400002,24,0.8732691000000001,12456.41349172627,0.14426579999997102,309,44.578132199991046
46.49284688400002,24,0.9702990000000001,10191.61103868513,0.15032380000002377,118,17.738208400002804
46.49284688400002,24,0.9702990000000001,11324.0122652057,0.13545720000001893,105,14.223006000001988
46.49284688400002,24,0.9702990000000001,12456.41349172627,0.1905047000000195,109,20.765012300002127
46.49284688400002,24,1.0673289000000001,10191.61103868513,0.0865188999999873,715,61.86101349999092
46.49284688400002,24,1.0673289000000001,11324.0122652057,0.11269630000003872,641,72.23832830002482
46.49284688400002,24,1.0673289000000001,12456.41349172627,0.10176400000000285,732,74.49124800000209
51.14213157240003,20,0.8732691000000001,10191.61103868513,0.11425740000004225,112,12.796828800004732
51.14213157240003,20,0.8732691000000001,11324.0122652057,0.12682300000005853,367,46.54404100002148
51.14213157240003,20,0.8732691000000001,12456.41349172627,0.12629739999999856,255,32.20583699999963
51.14213157240003,20,0.9702990000000001,10191.61103868513,0.14033070000004955,89,12.48943230000441
51.14213157240003,20,0.9702990000000001,11324.0122652057,0.14403100000004088,100,14.403100000004088
51.14213157240003,20,0.9702990000000001,12456.41349172627,0.1522970000000896,126,19.18942200001129
51.14213157240003,20,1.0673289000000001,10191.61103868513,0.12730490000001282,651,82.87548990000835
51.14213157240003,20,1.0673289000000001,11324.0122652057,0.09429760000000442,713,67.23418880000315
51.14213157240003,20,1.0673289000000001,12456.41349172627,0.10513220000007095,707,74.32846540005016
51.14213157240003,22,0.8732691000000001,10191.61103868513,0.12048349999997754,273,32.89199549999387
51.14213157240003,22,0.8732691000000001,11324.0122652057,0.1155961000000616,139,16.067857900008562
51.14213157240003,22,0.8732691000000001,12456.41349172627,0.1329392000000098,143,19.010305600001402
51.14213157240003,22,0.9702990000000001,10191.61103868513,0.12857159999998657,110,14.142875999998523
51.14213157240003,22,0.9702990000000001,11324.0122652057,0.1926923999999417,93,17.920393199994578
51.14213157240003,22,0.9702990000000001,12456.41349172627,0.1671844999999621,112,18.724663999995755
51.14213157240003,22,1.0673289000000001,10191.61103868513,0.09199450000005527,598,55.01271100003305
51.14213157240003,22,1.0673289000000001,11324.0122652057,0.10190130000000863,658,67.05105540000568
51.14213157240003,22,1.0673289000000001,12456.41349172627,0.10804959999995845,688,74.33812479997141
51.14213157240003,24,0.8732691000000001,10191.61103868513,0.14100020000000768,246,34.68604920000189
51.14213157240003,24,0.8732691000000001,11324.0122652057,0.14469600000006722,259,37.47626400001741
51.14213157240003,24,0.8732691000000001,12456.41349172627,0.1385750999999118,191,26.467844099983154
51.14213157240003,24,0.9702990000000001,10191.61103868513,0.1320387999999184,100,13.203879999991841
51.14213157240003,24,0.9702990000000001,11324.0122652057,0.1500889000000143,96,14.408534400001372
51.14213157240003,24,0.9702990000000001,12456.41349172627,0.1572095999999874,94,14.777702399998816
51.14213157240003,24,1.0673289000000001,10191.61103868513,0.11124510000001919,630,70.08441300001209
51.14213157240003,24,1.0673289000000001,11324.0122652057,0.09397619999992912,741,69.63636419994748
51.14213157240003,24,1.0673289000000001,12456.41349172627,0.13427869999998165,690,92.65230299998734
41.84356219560002,20,0.8732691000000001,10191.61103868513,0.12833760000000893,148,18.993964800001322
41.84356219560002,20,0.8732691000000001,11324.0122652057,0.12998429999993277,144,18.71773919999032
41.84356219560002,20,0.8732691000000001,12456.41349172627,0.13307610000003933,366,48.705852600014396
41.84356219560002,20,0.9702990000000001,10191.61103868513,0.14995429999999033,118,17.69460739999886
41.84356219560002,20,0.9702990000000001,11324.0122652057,0.1528480000000627,105,16.049040000006585
41.84356219560002,20,0.9702990000000001,12456.41349172627,0.17741979999993873,145,25.725870999991116
41.84356219560002,20,1.0673289000000001,10191.61103868513,0.09012780000000475,721,64.98214380000343
41.84356219560002,20,1.0673289000000001,11324.0122652057,0.10006329999998798,711,71.14500629999145
41.84356219560002,20,1.0673289000000001,12456.41349172627,0.10937430000001314,693,75.7963899000091
41.84356219560002,22,0.8732691000000001,10191.61103868513,0.12324579999994967,380,46.833403999980874
41.84356219560002,22,0.8732691000000001,11324.0122652057,0.13210579999997663,213,28.13853539999502
41.84356219560002,22,0.8732691000000001,12456.41349172627,0.1316693999999643,283,37.262440199989896
41.84356219560002,22,0.9702990000000001,10191.61103868513,0.12708410000004733,105,13.34383050000497
41.84356219560002,22,0.9702990000000001,11324.0122652057,0.16447859999993852,105,17.270252999993545
41.84356219560002,22,0.9702990000000001,12456.41349172627,0.1645418000000518,100,16.45418000000518
41.84356219560002,22,1.0673289000000001,10191.61103868513,0.09037499999999454,680,61.45499999999629
41.84356219560002,22,1.0673289000000001,11324.0122652057,0.10594109999999546,680,72.03994799999691
41.84356219560002,22,1.0673289000000001,12456.41349172627,0.10899000000006254,730,79.56270000004565
41.84356219560002,24,0.8732691000000001,10191.61103868513,0.12956199999996443,121,15.677001999995696
41.84356219560002,24,0.8732691000000001,11324.0122652057,0.16586270000004788,313,51.91502510001499
41.84356219560002,24,0.8732691000000001,12456.41349172627,0.15036450000002333,127,19.096291500002962
41.84356219560002,24,0.9702990000000001,10191.61103868513,0.13693399999999656,105,14.378069999999639
41.84356219560002,24,0.9702990000000001,11324.0122652057,0.13644059999990077,93,12.688975799990772
41.84356219560002,24,0.9702990000000001,12456.41349172627,0.17259169999999813,109,18.812495299999796
41.84356219560002,24,1.0673289000000001,10191.61103868513,0.0873880999999983,715,62.48249149999879
41.84356219560002,24,1.0673289000000001,11324.0122652057,0.10230000000001382,592,60.561600000008184
41.84356219560002,24,1.0673289000000001,12456.41349172627,0.11517360000004828,588,67.72207680002839
46.49284688400002,20,0.8732691000000001,10191.61103868513,0.13355030000002444,350,46.74260500000855
46.49284688400002,20,0.8732691000000001,11324.0122652057,0.12437880000004498,126,15.671728800005667
46.49284688400002,20,0.8732691000000001,12456.41349172627,0.13993090000008124,340,47.57650600002762
46.49284688400002,20,0.9702990000000001,10191.61103868513,0.1264111000000412,90,11.376999000003707
46.49284688400002,20,0.9702990000000001,11324.0122652057,0.15888680000000477,105,16.6831140000005
46.49284688400002,20,0.9702990000000001,12456.41349172627,0.16765699999996286,114,19.112897999995766
46.49284688400002,20,1.0673289000000001,10191.61103868513,0.08425469999997404,726,61.16891219998115
46.49284688400002,20,1.0673289000000001,11324.0122652057,0.09724789999995664,749,72.83867709996753
46.49284688400002,20,1.0673289000000001,12456.41349172627,0.108760499999903,656,71.34688799993637
46.49284688400002,22,0.8732691000000001,10191.61103868513,0.12289559999999256,261,32.07575159999806
46.49284688400002,22,0.8732691000000001,11324.0122652057,0.1766810000000305,142,25.088702000004332
46.49284688400002,22,0.8732691000000001,12456.41349172627,0.17132739999999558,121,20.730615399999465
46.49284688400002,22,0.9702990000000001,10191.61103868513,0.16265210000005936,102,16.590514200006055
46.49284688400002,22,0.9702990000000001,11324.0122652057,0.14739320000001044,102,15.034106400001065
46.49284688400002,22,0.9702990000000001,12456.41349172627,0.1872960000000603,100,18.72960000000603
46.49284688400002,22,1.0673289000000001,10191.61103868513,0.08985660000007556,683,61.37205780005161
46.49284688400002,22,1.0673289000000001,11324.0122652057,0.0982909000000518,736,72.34210240003813
46.49284688400002,22,1.0673289000000001,12456.41349172627,0.12394500000004882,710,88.00095000003466
46.49284688400002,24,0.8732691000000001,10191.61103868513,0.12008169999990059,257,30.860996899974452
46.49284688400002,24,0.8732691000000001,11324.0122652057,0.12797220000004472,253,32.376966600011315
46.49284688400002,24,0.8732691000000001,12456.41349172627,0.16446289999998953,301,49.50333289999685
46.49284688400002,24,0.9702990000000001,10191.61103868513,0.14148729999999432,111,15.70509029999937
46.49284688400002,24,0.9702990000000001,11324.0122652057,0.15080150000005688,124,18.699386000007053
46.49284688400002,24,0.9702990000000001,12456.41349172627,0.17447340000001077,96,16.749446400001034
46.49284688400002,24,1.0673289000000001,10191.61103868513,0.0911762999999155,559,50.967551699952764
46.49284688400002,24,1.0673289000000001,11324.0122652057,0.10564160000001266,636,67.18805760000805
46.49284688400002,24,1.0673289000000001,12456.41349172627,0.11361680000004526,685,77.827508000031
51.14213157240003,20,0.8732691000000001,10191.61103868513,0.13367410000000746,241,32.2154581000018
51.14213157240003,20,0.8732691000000001,11324.0122652057,0.12600930000007793,217,27.34401810001691
51.14213157240003,20,0.8732691000000001,12456.41349172627,0.13602800000001025,294,39.992232000003014
51.14213157240003,20,0.9702990000000001,10191.61103868513,0.1538661999999249,110,16.92528199999174
51.14213157240003,20,0.9702990000000001,11324.0122652057,0.15569730000004256,136,21.174832800005788
51.14213157240003,20,0.9702990000000001,12456.41349172627,0.1604978000000301,98,15.72878440000295
51.14213157240003,20,1.0673289000000001,10191.61103868513,0.08857749999992848,714,63.24433499994893
51.14213157240003,20,1.0673289000000001,11324.0122652057,0.1026672000000417,595,61.08698400002481
51.14213157240003,20,1.0673289000000001,12456.41349172627,0.11060109999993983,701,77.53137109995782
51.14213157240003,22,0.8732691000000001,10191.61103868513,0.11486429999990833,376,43.18897679996553
51.14213157240003,22,0.8732691000000001,11324.0122652057,0.15288660000010168,129,19.722371400013117
51.14213157240003,22,0.8732691000000001,12456.41349172627,0.140932199999952,283,39.88381259998641
51.14213157240003,22,0.9702990000000001,10191.61103868513,0.1526677000000518,123,18.778127100006373
51.14213157240003,22,0.9702990000000001,11324.0122652057,0.15724420000003647,95,14.938199000003465
51.14213157240003,22,0.9702990000000001,12456.41349172627,0.15650809999999638,110,17.2158909999996
51.14213157240003,22,1.0673289000000001,10191.61103868513,0.09144100000003164,670,61.265470000021196
51.14213157240003,22,1.0673289000000001,11324.0122652057,0.10423760000003313,671,69.94342960002223
51.14213157240003,22,1.0673289000000001,12456.41349172627,0.10631330000001071,675,71.76147750000723
51.14213157240003,24,0.8732691000000001,10191.61103868513,0.11488129999997909,255,29.29473149999467
51.14213157240003,24,0.8732691000000001,11324.0122652057,0.13920109999992292,255,35.496280499980344
51.14213157240003,24,0.8732691000000001,12456.41349172627,0.13640989999998965,222,30.282997799997702
51.14213157240003,24,0.9702990000000001,10191.61103868513,0.12097199999993791,104,12.581087999993542
51.14213157240003,24,0.9702990000000001,11324.0122652057,0.14950229999999465,84,12.55819319999955
51.14213157240003,24,0.9702990000000001,12456.41349172627,0.16941670000005615,108,18.297003600006065
51.14213157240003,24,1.0673289000000001,10191.61103868513,0.09799359999999524,597,58.50217919999716
51.14213157240003,24,1.0673289000000001,11324.0122652057,0.1000166999999692,658,65.81098859997974
51.14213157240003,24,1.0673289000000001,12456.41349172627,0.10550630000000183,742,78.28567460000136
41.84356219560002,20,0.8732691000000001,10191.61103868513,0.11548080000000027,264,30.486931200000072
41.84356219560002,20,0.8732691000000001,11324.0122652057,0.12812860000008186,291,37.28542260002382
41.84356219560002,20,0.8732691000000001,12456.41349172627,0.1519061999999849,345,52.40763899999479
41.84356219560002,20,0.9702990000000001,10191.61103868513,0.15109189999998307,107,16.16683329999819
41.84356219560002,20,0.9702990000000001,11324.0122652057,0.14128249999998843,121,17.0951824999986
41.84356219560002,20,0.9702990000000001,12456.41349172627,0.1637002999999595,106,17.352231799995707
41.84356219560002,20,1.0673289000000001,10191.61103868513,0.10256700000002184,614,62.97613800001341
41.84356219560002,20,1.0673289000000001,11324.0122652057,0.09834200000000237,730,71.78966000000173
41.84356219560002,20,1.0673289000000001,12456.41349172627,0.10751829999992424,723,77.73573089994522
41.84356219560002,22,0.8732691000000001,10191.61103868513,0.10690090000002783,277,29.61154930000771
41.84356219560002,22,0.8732691000000001,11324.0122652057,0.1333405999999968,145,19.334386999999538
41.84356219560002,22,0.8732691000000001,12456.41349172627,0.15645699999993212,297,46.46772899997984
41.84356219560002,22,0.9702990000000001,10191.61103868513,0.16023549999999886,124,19.86920199999986
41.84356219560002,22,0.9702990000000001,11324.0122652057,0.1416434999999865,92,13.031201999998757
41.84356219560002,22,0.9702990000000001,12456.41349172627,0.17306599999994887,123,21.28711799999371
41.84356219560002,22,1.0673289000000001,10191.61103868513,0.0853832999999895,749,63.95209169999214
41.84356219560002,22,1.0673289000000001,11324.0122652057,0.09710770000003777,710,68.94646700002681
41.84356219560002,22,1.0673289000000001,12456.41349172627,0.10944630000005873,694,75.95573220004076
41.84356219560002,24,0.8732691000000001,10191.61103868513,0.1265526999999338,240,30.37264799998411
41.84356219560002,24,0.8732691000000001,11324.0122652057,0.1451576000000614,110,15.967336000006753
41.84356219560002,24,0.8732691000000001,12456.41349172627,0.19003479999992123,116,22.044036799990863
41.84356219560002,24,0.9702990000000001,10191.61103868513,0.1652536000000282,99,16.360106400002792
41.84356219560002,24,0.9702990000000001,11324.0122652057,0.1490532999999914,108,16.09775639999907
41.84356219560002,24,0.9702990000000001,12456.41349172627,0.16597970000009354,118,19.585604600011038
41.84356219560002,24,1.0673289000000001,10191.61103868513,0.08767590000002201,742,65.05551780001633
41.84356219560002,24,1.0673289000000001,11324.0122652057,0.10401549999994586,629,65.42574949996595
41.84356219560002,24,1.0673289000000001,12456.41349172627,0.10922440000001643,729,79.62458760001198
46.49284688400002,20,0.8732691000000001,10191.61103868513,0.11297050000007403,227,25.644303500016804
46.49284688400002,20,0.8732691000000001,11324.0122652057,0.12074519999998756,359,43.347526799995535
46.49284688400002,20,0.8732691000000001,12456.41349172627,0.12474620000000414,238,29.689595600000985
46.49284688400002,20,0.9702990000000001,10191.61103868513,0.13789989999997943,93,12.824690699998087
46.49284688400002,20,0.9702990000000001,11324.0122652057,0.1435282999999572,133,19.089263899994307
46.49284688400002,20,0.9702990000000001,12456.41349172627,0.186588899999947,97,18.099123299994858
46.49284688400002,20,1.0673289000000001,10191.61103868513,0.09010559999990164,676,60.91138559993351
46.49284688400002,20,1.0673289000000001,11324.0122652057,0.12992550000001302,687,89.25881850000894
46.49284688400002,20,1.0673289000000001,12456.41349172627,0.10480889999996634,676,70.85081639997725
46.49284688400002,22,0.8732691000000001,10191.61103868513,0.10683749999998327,324,34.61534999999458
46.49284688400002,22,0.8732691000000001,11324.0122652057,0.16250350000007074,137,22.262979500009692
46.49284688400002,22,0.8732691000000001,12456.41349172627,0.13435080000010657,285,38.28997800003037
46.49284688400002,22,0.9702990000000001,10191.61103868513,0.12772150000000693,120,15.326580000000831
46.49284688400002,22,0.9702990000000001,11324.0122652057,0.14464649999990797,95,13.741417499991258
46.49284688400002,22,0.9702990000000001,12456.41349172627,0.17223950000004606,111,19.118584500005113
46.49284688400002,22,1.0673289000000001,10191.61103868513,0.08651609999992615,709,61.339914899947644
46.49284688400002,22,1.0673289000000001,11324.0122652057,0.09306400000002668,714,66.44769600001905
46.49284688400002,22,1.0673289000000001,12456.41349172627,0.1018460000000232,737,75.0605020000171
46.49284688400002,24,0.8732691000000001,10191.61103868513,0.1550721999999496,115,17.833302999994203
46.49284688400002,24,0.8732691000000001,11324.0122652057,0.149287500000014,292,43.59195000000409
46.49284688400002,24,0.8732691000000001,12456.41349172627,0.15151409999998577,238,36.060355799996614
46.49284688400002,24,0.9702990000000001,10191.61103868513,0.15928780000001552,108,17.203082400001676
46.49284688400002,24,0.9702990000000001,11324.0122652057,0.17474049999998442,97,16.94982849999849
46.49284688400002,24,0.9702990000000001,12456.41349172627,0.15720790000000306,85,13.36267150000026
46.49284688400002,24,1.0673289000000001,10191.61103868513,0.09597089999999753,595,57.10268549999853
46.49284688400002,24,1.0673289000000001,11324.0122652057,0.09611719999998058,690,66.3208679999866
46.49284688400002,24,1.0673289000000001,12456.41349172627,0.10222720000001573,728,74.42140160001145
51.14213157240003,20,0.8732691000000001,10191.61103868513,0.14893449999999575,154,22.935912999999346
51.14213157240003,20,0.8732691000000001,11324.0122652057,0.13885149999998703,257,35.684835499996666
51.14213157240003,20,0.8732691000000001,12456.41349172627,0.14536100000009355,312,45.35263200002919
51.14213157240003,20,0.9702990000000001,10191.61103868513,0.14781909999999243,118,17.442653799999107
51.14213157240003,20,0.9702990000000001,11324.0122652057,0.13937770000006822,124,17.28283480000846
51.14213157240003,20,0.9702990000000001,12456.41349172627,0.1789574999999104,107,19.148452499990412
51.14213157240003,20,1.0673289000000001,10191.61103868513,0.10109579999993912,659,66.62213219995988
51.14213157240003,20,1.0673289000000001,11324.0122652057,0.10439260000009654,661,69.00350860006381
51.14213157240003,20,1.0673289000000001,12456.41349172627,0.11354510000001028,742,84.25046420000763
51.14213157240003,22,0.8732691000000001,10191.61103868513,0.12382590000004257,185,22.907791500007875
51.14213157240003,22,0.8732691000000001,11324.0122652057,0.1409552000000076,135,19.028952000001027
51.14213157240003,22,0.8732691000000001,12456.41349172627,0.16687530000001516,264,44.055079200004
51.14213157240003,22,0.9702990000000001,10191.61103868513,0.13068229999998948,107,13.983006099998875
51.14213157240003,22,0.9702990000000001,11324.0122652057,0.1572375999999167,97,15.252047199991921
51.14213157240003,22,0.9702990000000001,12456.41349172627,0.15952229999993506,115,18.34506449999253
51.14213157240003,22,1.0673289000000001,10191.61103868513,0.10255900000004203,711,72.91944900002989
51.14213157240003,22,1.0673289000000001,11324.0122652057,0.10435549999999694,691,72.10965049999788
51.14213157240003,22,1.0673289000000001,12456.41349172627,0.10744790000001103,728,78.22207120000803
51.14213157240003,24,0.8732691000000001,10191.61103868513,0.18368250000003172,223,40.961197500007074
51.14213157240003,24,0.8732691000000001,11324.0122652057,0.1642843999999286,244,40.08539359998258
51.14213157240003,24,0.8732691000000001,12456.41349172627,0.1315541999999823,379,49.85904179999329
51.14213157240003,24,0.9702990000000001,10191.61103868513,0.1293222000000469,100,12.93222000000469
51.14213157240003,24,0.9702990000000001,11324.0122652057,0.17797890000008465,88,15.66214320000745
51.14213157240003,24,0.9702990000000001,12456.41349172627,0.16276730000004136,88,14.32352240000364
51.14213157240003,24,1.0673289000000001,10191.61103868513,0.08766619999994418,735,64.43465699995897
51.14213157240003,24,1.0673289000000001,11324.0122652057,0.10633039999993343,643,68.3704471999572
51.14213157240003,24,1.0673289000000001,12456.41349172627,0.10727000000008502,744,79.80888000006325
41.84356219560002,20,0.8732691000000001,10191.61103868513,0.1252507000000378,249,31.18742430000941
41.84356219560002,20,0.8732691000000001,11324.0122652057,0.14713459999995848,242,35.60657319998995
41.84356219560002,20,0.8732691000000001,12456.41349172627,0.12737029999993865,259,32.98890769998411
41.84356219560002,20,0.9702990000000001,10191.61103868513,0.13050129999999172,107,13.963639099999114
41.84356219560002,20,0.9702990000000001,11324.0122652057,0.15390400000001137,112,17.237248000001273
41.84356219560002,20,0.9702990000000001,12456.41349172627,0.1704731999999467,110,18.752051999994137
41.84356219560002,20,1.0673289000000001,10191.61103868513,0.10858650000000125,644,69.9297060000008
41.84356219560002,20,1.0673289000000001,11324.0122652057,0.09958940000001348,736,73.29779840000992
41.84356219560002,20,1.0673289000000001,12456.41349172627,0.1118532000000414,699,78.18538680002894
41.84356219560002,22,0.8732691000000001,10191.61103868513,0.13474970000004305,402,54.169379400017306
41.84356219560002,22,0.8732691000000001,11324.0122652057,0.1613627000000406,115,18.55671050000467
41.84356219560002,22,0.8732691000000001,12456.41349172627,0.1363514000000805,344,46.90488160002769
41.84356219560002,22,0.9702990000000001,10191.61103868513,0.1463295000000926,93,13.608643500008611
41.84356219560002,22,0.9702990000000001,11324.0122652057,0.17100360000006276,92,15.732331200005774
41.84356219560002,22,0.9702990000000001,12456.41349172627,0.1727019999999584,98,16.924795999995922
41.84356219560002,22,1.0673289000000001,10191.61103868513,0.08841990000007627,733,64.8117867000559
41.84356219560002,22,1.0673289000000001,11324.0122652057,0.131315000000086,661,86.79921500005685
41.84356219560002,22,1.0673289000000001,12456.41349172627,0.1130914999999959,660,74.6403899999973
41.84356219560002,24,0.8732691000000001,10191.61103868513,0.12108609999995679,417,50.49290369998198
41.84356219560002,24,0.8732691000000001,11324.0122652057,0.17564500000003136,150,26.346750000004704
41.84356219560002,24,0.8732691000000001,12456.41349172627,0.16172180000000935,155,25.06687900000145
41.84356219560002,24,0.9702990000000001,10191.61103868513,0.14215679999995245,94,13.36273919999553
41.84356219560002,24,0.9702990000000001,11324.0122652057,0.1419751000000815,111,15.759236100009048
41.84356219560002,24,0.9702990000000001,12456.41349172627,0.23751509999999598,99,23.513994899999602
41.84356219560002,24,1.0673289000000001,10191.61103868513,0.08338219999996,705,58.784450999971796
41.84356219560002,24,1.0673289000000001,11324.0122652057,0.09460250000006454,748,70.76267000004827
41.84356219560002,24,1.0673289000000001,12456.41349172627,0.1058667999999443,658,69.66035439996335
46.49284688400002,20,0.8732691000000001,10191.61103868513,0.10568230000001222,381,40.264956300004656
46.49284688400002,20,0.8732691000000001,11324.0122652057,0.14106259999994109,261,36.81733859998462
46.49284688400002,20,0.8732691000000001,12456.41349172627,0.12638950000007299,118,14.913961000008612
46.49284688400002,20,0.9702990000000001,10191.61103868513,0.1466717000000699,108,15.84054360000755
46.49284688400002,20,0.9702990000000001,11324.0122652057,0.1534798000000137,102,15.654939600001399
46.49284688400002,20,0.9702990000000001,12456.41349172627,0.1508928000000651,96,14.48570880000625
46.49284688400002,20,1.0673289000000001,10191.61103868513,0.09813389999999345,687,67.4179892999955
46.49284688400002,20,1.0673289000000001,11324.0122652057,0.0925488000000314,749,69.31905120002352
46.49284688400002,20,1.0673289000000001,12456.41349172627,0.10698339999999007,644,68.8973095999936
46.49284688400002,22,0.8732691000000001,10191.61103868513,0.14646459999994477,236,34.565645599986965
46.49284688400002,22,0.8732691000000001,11324.0122652057,0.12116240000000289,199,24.111317600000575
46.49284688400002,22,0.8732691000000001,12456.41349172627,0.12919409999994969,310,40.0501709999844
46.49284688400002,22,0.9702990000000001,10191.61103868513,0.19980520000001434,94,18.781688800001348
46.49284688400002,22,0.9702990000000001,11324.0122652057,0.2487350000000106,94,23.381090000000995
46.49284688400002,22,0.9702990000000001,12456.41349172627,0.17415920000007645,117,20.376626400008945
46.49284688400002,22,1.0673289000000001,10191.61103868513,0.08770530000003873,746,65.4281538000289
46.49284688400002,22,1.0673289000000001,11324.0122652057,0.126633800000036,562,71.16819560002023
46.49284688400002,22,1.0673289000000001,12456.41349172627,0.11609420000002046,558,64.78056360001142
46.49284688400002,24,0.8732691000000001,10191.61103868513,0.1256953000000749,124,15.586217200009287
46.49284688400002,24,0.8732691000000001,11324.0122652057,0.12192759999993541,229,27.92142039998521
46.49284688400002,24,0.8732691000000001,12456.41349172627,0.16599539999992885,324,53.78250959997695
46.49284688400002,24,0.9702990000000001,10191.61103868513,0.1999230000000125,119,23.79083700000149
46.49284688400002,24,0.9702990000000001,11324.0122652057,0.14989829999990434,91,13.640745299991295
46.49284688400002,24,0.9702990000000001,12456.41349172627,0.1659806000000117,111,18.423846600001298
46.49284688400002,24,1.0673289000000001,10191.61103868513,0.20418019999999615,711,145.17212219999726
46.49284688400002,24,1.0673289000000001,11324.0122652057,0.10137070000007498,636,64.47176520004768
46.49284688400002,24,1.0673289000000001,12456.41349172627,0.11082110000006651,646,71.59043060004296
